,Dates,Time,FB_Adj_Close,FB_y,AAPL_Adj_Close,AAPL_y,AMZN_Adj_Close,AMZN_y,NFLX_Adj_Close,NFLX_y,GOOG_Adj_Close,GOOG_y,VIX
31,2021-01-08,12:30:00,265.1499938964844,0,131.11500549316406,0,3156.719970703125,0,509.4700012207031,0,1785.4000244140625,1,22.350000381469727
32,2021-01-08,13:30:00,265.8192138671875,1,131.47500610351562,1,3168.43994140625,1,509.0799865722656,0,1794.4649658203125,1,22.100000381469727
33,2021-01-08,14:30:00,266.3299865722656,1,131.77349853515625,1,3175.041015625,1,510.3299865722656,1,1800.949951171875,1,21.700000762939453
34,2021-01-08,15:30:00,267.5400085449219,1,131.99000549316406,1,3182.699951171875,1,510.4200134277344,1,1807.2099609375,1,21.559999465942383
35,2021-01-11,09:30:00,260.1000061035156,0,130.0,0,3145.0,0,504.1050109863281,0,1787.5999755859375,0,23.31999969482422
36,2021-01-11,10:30:00,260.1289978027344,1,129.5634002685547,0,3144.800048828125,0,504.55999755859375,1,1778.06005859375,0,23.43000030517578
37,2021-01-11,11:30:00,262.260009765625,1,129.7050018310547,1,3147.5400390625,1,504.4800109863281,0,1782.2349853515625,1,23.639999389648438
38,2021-01-11,12:30:00,260.30999755859375,0,129.61000061035156,0,3133.9599609375,0,504.125,0,1778.1300048828125,0,23.850000381469727
39,2021-01-11,13:30:00,258.4100036621094,0,129.00079345703125,0,3120.0400390625,0,503.0400085449219,0,1767.8399658203125,0,24.479999542236328
40,2021-01-11,14:30:00,256.54998779296875,0,128.73789978027344,0,3111.308349609375,0,498.5899963378906,0,1762.4150390625,0,24.68000030517578
41,2021-01-11,15:30:00,256.8399963378906,1,128.97999572753906,1,3115.75,1,499.1000061035156,1,1767.199951171875,1,24.350000381469727
42,2021-01-12,09:30:00,253.3699951171875,0,128.99969482421875,1,3111.5,0,490.1099853515625,0,1752.75,0,23.540000915527344
43,2021-01-12,10:30:00,253.5399932861328,1,128.71389770507812,0,3106.47998046875,0,488.9800109863281,0,1747.232421875,0,23.68000030517578
44,2021-01-12,11:30:00,251.22999572753906,0,127.60009765625,0,3101.2900390625,0,487.54998779296875,0,1729.0999755859375,0,24.610000610351562
45,2021-01-12,12:30:00,252.3800048828125,1,128.2834014892578,1,3127.5302734375,1,490.0899963378906,1,1746.1700439453125,1,24.229999542236328
46,2021-01-12,13:30:00,252.13499450683594,0,128.49400329589844,1,3124.010009765625,0,489.95001220703125,0,1744.06005859375,0,23.6299991607666
47,2021-01-12,14:30:00,251.22999572753906,0,128.5399932861328,1,3122.070068359375,0,490.05999755859375,1,1743.1715087890625,0,23.489999771118164
48,2021-01-12,15:30:00,250.91000366210938,0,128.8199005126953,1,3120.8798828125,0,494.25,1,1746.550048828125,1,23.059999465942383
49,2021-01-13,09:30:00,252.44960021972656,1,130.0435028076172,1,3164.080078125,1,504.8800048828125,1,1755.060302734375,1,22.790000915527344
50,2021-01-13,10:30:00,252.8300018310547,1,131.25,1,3180.199951171875,1,506.55999755859375,1,1763.6800537109375,1,22.270000457763672
51,2021-01-13,11:30:00,251.69000244140625,0,130.72300720214844,0,3179.54248046875,0,511.5425109863281,1,1757.0,0,22.31999969482422
52,2021-01-13,12:30:00,251.40939331054688,0,130.88999938964844,1,3185.635009765625,1,509.3299865722656,0,1756.4300537109375,0,22.200000762939453
53,2021-01-13,13:30:00,251.9459991455078,1,130.92050170898438,1,3182.3701171875,0,508.04998779296875,0,1755.9033203125,0,21.950000762939453
54,2021-01-13,14:30:00,251.64500427246094,0,130.6750030517578,0,3168.340087890625,0,509.3489990234375,1,1750.550048828125,0,22.3799991607666
55,2021-01-13,15:30:00,251.63999938964844,0,130.88999938964844,1,3166.239990234375,0,507.7900085449219,0,1754.699951171875,1,22.219999313354492
56,2021-01-14,09:30:00,250.60740661621094,0,130.25,0,3171.89990234375,1,504.44000244140625,0,1763.0224609375,1,21.829999923706055
57,2021-01-14,10:30:00,250.6448974609375,1,130.39500427246094,1,3157.106201171875,0,505.55999755859375,1,1760.3050537109375,0,22.079999923706055
58,2021-01-14,11:30:00,247.9499969482422,0,130.02000427246094,0,3149.510009765625,0,501.8900146484375,0,1739.8399658203125,0,22.010000228881836
59,2021-01-14,12:30:00,248.5800018310547,1,129.77310180664062,0,3147.860107421875,0,503.56500244140625,1,1746.97998046875,1,22.270000457763672
60,2021-01-14,13:30:00,247.83999633789062,0,129.47189331054688,0,3146.409912109375,0,503.1000061035156,0,1747.8699951171875,1,22.34000015258789
61,2021-01-14,14:30:00,246.2855987548828,0,129.02999877929688,0,3126.360107421875,0,501.30999755859375,0,1743.4000244140625,0,22.860000610351562
62,2021-01-14,15:30:00,245.7100067138672,0,128.91000366210938,0,3129.320068359375,1,500.2799987792969,0,1740.1700439453125,0,23.229999542236328
63,2021-01-15,09:30:00,250.63999938964844,1,128.27000427246094,0,3106.222900390625,0,499.17999267578125,0,1731.5799560546875,0,24.979999542236328
64,2021-01-15,10:30:00,253.3300018310547,1,129.3000030517578,1,3108.68994140625,1,497.9800109863281,0,1736.4615478515625,1,23.799999237060547
65,2021-01-15,11:30:00,252.7899932861328,0,128.25999450683594,0,3108.1650390625,0,501.7099914550781,1,1745.77001953125,1,23.65999984741211
66,2021-01-15,12:30:00,251.85940551757812,0,128.64999389648438,1,3112.340087890625,1,500.44000244140625,0,1748.719970703125,1,23.25
67,2021-01-15,13:30:00,251.72999572753906,0,128.05990600585938,0,3110.10009765625,0,500.0849914550781,0,1748.8900146484375,1,23.690000534057617
68,2021-01-15,14:30:00,251.23500061035156,0,127.55999755859375,0,3102.68994140625,0,498.8399963378906,0,1746.31005859375,0,23.6200008392334
69,2021-01-15,15:30:00,251.36000061035156,1,127.06999969482422,0,3104.5400390625,1,498.0,0,1736.1800537109375,0,23.75
70,2021-01-19,09:30:00,254.41000366210938,1,127.16929626464844,1,3106.429931640625,1,500.32501220703125,1,1752.7900390625,1,23.31999969482422
71,2021-01-19,10:30:00,255.24989318847656,1,127.18000030517578,1,3101.179931640625,0,502.5158996582031,1,1743.25,0,23.170000076293945
72,2021-01-19,11:30:00,257.56500244140625,1,127.37000274658203,1,3122.37353515625,1,505.21051025390625,1,1775.380126953125,1,22.799999237060547
73,2021-01-19,12:30:00,258.5899963378906,1,128.11000061035156,1,3135.570068359375,1,506.29559326171875,1,1791.75,1,22.719999313354492
74,2021-01-19,13:30:00,260.29638671875,1,128.05050659179688,0,3132.8701171875,0,504.239990234375,0,1800.3199462890625,1,22.84000015258789
75,2021-01-19,14:30:00,261.7546081542969,1,127.87010192871094,0,3127.5,0,502.239990234375,0,1796.68994140625,0,23.040000915527344
76,2021-01-19,15:30:00,261.07000732421875,0,127.8499984741211,0,3121.0,0,502.0,0,1790.6400146484375,0,23.040000915527344
77,2021-01-20,09:30:00,264.92999267578125,1,131.1199951171875,1,3212.7548828125,1,575.22021484375,1,1859.7900390625,1,22.059999465942383
78,2021-01-20,10:30:00,267.69000244140625,1,131.84170532226562,1,3231.919921875,1,571.5,0,1881.199951171875,1,22.270000457763672
79,2021-01-20,11:30:00,268.4800109863281,1,131.9600067138672,1,3234.989990234375,1,578.4962158203125,1,1874.4100341796875,0,21.760000228881836
80,2021-01-20,12:30:00,269.8349914550781,1,132.1584014892578,1,3244.530029296875,1,581.6300048828125,1,1894.6722412109375,1,21.760000228881836
81,2021-01-20,13:30:00,269.2099914550781,0,132.19410705566406,1,3267.676025390625,1,592.139892578125,1,1893.4000244140625,0,21.56999969482422
82,2021-01-20,14:30:00,269.45001220703125,1,132.1800994873047,0,3268.4150390625,1,590.030029296875,0,1896.175048828125,1,21.5
83,2021-01-20,15:30:00,267.3500061035156,0,131.97000122070312,0,3264.72998046875,0,586.25,0,1886.6099853515625,0,21.520000457763672
84,2021-01-21,09:30:00,271.42498779296875,1,135.85960388183594,1,3329.570068359375,1,581.1099853515625,0,1918.0,1,21.690000534057617
85,2021-01-21,10:30:00,272.2850036621094,1,136.18499755859375,1,3342.919921875,1,575.0701293945312,0,1909.4000244140625,0,21.690000534057617
86,2021-01-21,11:30:00,271.44000244140625,0,135.85000610351562,0,3318.49609375,0,571.094970703125,0,1903.5,0,21.969999313354492
87,2021-01-21,12:30:00,272.7200012207031,1,136.22000122070312,1,3319.570068359375,1,573.3731079101562,1,1895.4000244140625,0,21.6200008392334
88,2021-01-21,13:30:00,272.0799865722656,0,136.56149291992188,1,3317.0,0,578.5924072265625,1,1907.625,1,21.18000030517578
89,2021-01-21,14:30:00,272.9200134277344,1,136.82989501953125,1,3316.199951171875,0,579.8900146484375,1,1900.3199462890625,0,21.18000030517578
90,2021-01-21,15:30:00,272.9200134277344,0,136.86000061035156,1,3307.2099609375,0,579.8400268554688,0,1892.5699462890625,0,21.290000915527344
91,2021-01-22,09:30:00,276.29998779296875,1,136.61500549316406,0,3295.56005859375,0,572.7069091796875,0,1907.7425537109375,1,22.329999923706055
92,2021-01-22,10:30:00,276.1400146484375,0,137.2449951171875,1,3299.570068359375,1,573.155029296875,1,1905.0,0,21.889999389648438
93,2021-01-22,11:30:00,276.1700134277344,1,138.0933074951172,1,3298.7099609375,0,572.4000244140625,0,1907.376953125,1,21.479999542236328
94,2021-01-22,12:30:00,275.7349853515625,0,138.0050048828125,0,3292.22998046875,0,571.0175170898438,0,1904.5699462890625,0,21.520000457763672
95,2021-01-22,13:30:00,276.07501220703125,1,138.4250030517578,1,3296.52001953125,1,568.8800048828125,0,1908.7099609375,1,21.489999771118164
96,2021-01-22,14:30:00,274.6050109863281,0,139.36300659179688,1,3298.35009765625,1,568.760009765625,0,1904.68994140625,0,21.270000457763672
97,2021-01-22,15:30:00,274.5299987792969,0,138.9698944091797,0,3290.0,0,564.9099731445312,0,1900.1700439453125,0,21.6200008392334
98,2021-01-25,09:30:00,276.489990234375,1,144.22999572753906,1,3323.989990234375,1,558.7011108398438,0,1908.4300537109375,1,22.760000228881836
99,2021-01-25,10:30:00,273.8699951171875,0,141.22000122070312,0,3271.919921875,0,555.1900024414062,0,1885.8299560546875,0,25.25
100,2021-01-25,11:30:00,274.6099853515625,1,141.19000244140625,0,3284.3798828125,1,554.6300048828125,0,1874.489990234375,0,24.889999389648438
101,2021-01-25,12:30:00,276.95001220703125,1,142.98989868164062,1,3308.280029296875,1,558.0549926757812,1,1880.762939453125,1,23.780000686645508
102,2021-01-25,13:30:00,276.9198913574219,0,142.58200073242188,0,3300.820068359375,0,554.219970703125,0,1880.3399658203125,0,23.950000762939453
103,2021-01-25,14:30:00,276.489990234375,0,142.07000732421875,0,3293.199951171875,0,555.1900024414062,1,1886.5150146484375,1,23.989999771118164
104,2021-01-25,15:30:00,278.0,1,142.89999389648438,1,3293.10009765625,0,556.6300048828125,1,1899.31005859375,1,23.260000228881836
105,2021-01-26,09:30:00,282.29998779296875,1,142.21209716796875,0,3313.909912109375,1,564.5800170898438,1,1903.43505859375,1,22.860000610351562
106,2021-01-26,10:30:00,282.6199951171875,1,142.3300018310547,1,3319.989990234375,1,562.5700073242188,0,1909.0899658203125,1,22.950000762939453
107,2021-01-26,11:30:00,283.1700134277344,1,142.40499877929688,1,3321.409912109375,1,566.3900146484375,1,1914.8199462890625,1,22.920000076293945
108,2021-01-26,12:30:00,282.6499938964844,0,142.50050354003906,1,3328.81005859375,1,561.9019165039062,0,1917.7249755859375,1,22.8799991607666
109,2021-01-26,13:30:00,283.239990234375,1,142.96009826660156,1,3330.4921875,1,562.0635986328125,1,1922.966064453125,1,23.229999542236328
110,2021-01-26,14:30:00,283.5199890136719,1,143.0800018310547,1,3335.81005859375,1,561.0750122070312,0,1923.5450439453125,1,22.790000915527344
111,2021-01-26,15:30:00,282.010009765625,0,143.18499755859375,1,3326.1201171875,0,561.9400024414062,1,1917.8499755859375,0,23.549999237060547
112,2021-01-27,09:30:00,276.7300109863281,0,143.4600067138672,1,3298.0,0,546.864990234375,0,1862.530029296875,0,25.950000762939453
113,2021-01-27,10:30:00,274.260009765625,0,142.57000732421875,0,3278.5,0,545.0900268554688,0,1845.18994140625,0,27.149999618530273
114,2021-01-27,11:30:00,275.5849914550781,1,143.3199005126953,1,3292.93994140625,1,541.3250122070312,0,1855.8399658203125,1,27.6299991607666
115,2021-01-27,12:30:00,276.8999938964844,1,143.27000427246094,0,3287.110107421875,0,539.030029296875,0,1856.27001953125,1,27.200000762939453
116,2021-01-27,13:30:00,274.5762023925781,0,142.9199981689453,0,3254.639892578125,0,532.6954956054688,0,1835.8199462890625,0,29.940000534057617
117,2021-01-27,14:30:00,270.36981201171875,0,141.66000366210938,0,3219.510009765625,0,530.5999755859375,0,1813.6600341796875,0,32.68000030517578
118,2021-01-27,15:30:00,272.3900146484375,1,142.5,1,3234.97998046875,1,522.7999877929688,0,1830.8299560546875,1,32.52000045776367
119,2021-01-28,09:30:00,272.739990234375,1,139.57000732421875,0,3260.360107421875,1,538.8250122070312,1,1857.1356201171875,1,29.299999237060547
120,2021-01-28,10:30:00,274.3731994628906,1,138.94000244140625,0,3268.60009765625,1,543.8499755859375,1,1871.8270263671875,1,28.079999923706055
121,2021-01-28,11:30:00,273.4849853515625,0,141.15919494628906,1,3275.739990234375,1,550.77001953125,1,1876.25,1,27.65999984741211
122,2021-01-28,12:30:00,273.1000061035156,0,140.14999389648438,0,3292.0,1,547.635009765625,0,1893.050048828125,1,27.809999465942383
123,2021-01-28,13:30:00,268.1700134277344,0,139.7801055908203,0,3283.929931640625,0,546.375,0,1884.2449951171875,0,28.549999237060547
124,2021-01-28,14:30:00,266.05999755859375,0,138.30999755859375,0,3263.139892578125,0,542.6099853515625,0,1871.510009765625,0,28.40999984741211
125,2021-01-28,15:30:00,265.0,0,137.08999633789062,0,3239.699951171875,0,538.5900268554688,0,1862.199951171875,0,30.229999542236328
126,2021-01-29,09:30:00,259.42999267578125,0,135.0998992919922,0,3231.0,0,539.5,1,1850.25,0,29.440000534057617
127,2021-01-29,10:30:00,256.9200134277344,0,132.1999969482422,0,3210.7900390625,0,532.5800170898438,0,1835.650146484375,0,32.75
128,2021-01-29,11:30:00,256.7518005371094,0,131.968505859375,0,3203.449951171875,0,534.4749755859375,1,1822.5009765625,0,34.11000061035156
129,2021-01-29,12:30:00,256.92999267578125,1,132.0500030517578,1,3206.0,1,532.8800048828125,0,1826.9599609375,1,34.880001068115234
130,2021-01-29,13:30:00,259.55999755859375,1,131.94500732421875,0,3207.6201171875,1,536.5399780273438,1,1841.989990234375,1,33.47999954223633
131,2021-01-29,14:30:00,259.3699951171875,0,132.533203125,1,3216.570068359375,1,534.4149780273438,0,1849.9200439453125,1,31.5
132,2021-01-29,15:30:00,258.3299865722656,0,131.80999755859375,0,3206.31005859375,0,532.3900146484375,0,1832.75,0,33.209999084472656
133,2021-02-01,09:30:00,259.3599853515625,1,133.08999633789062,1,3290.31005859375,1,536.260009765625,1,1870.9749755859375,1,32.0
134,2021-02-01,10:30:00,258.39959716796875,0,134.02999877929688,1,3312.50048828125,1,540.3200073242188,1,1884.75,1,30.59000015258789
135,2021-02-01,11:30:00,261.69500732421875,1,134.92129516601562,1,3315.0,1,540.0,0,1910.0,1,30.229999542236328
136,2021-02-01,12:30:00,262.9599914550781,1,134.88999938964844,0,3313.47314453125,0,543.97998046875,1,1918.8099365234375,1,29.43000030517578
137,2021-02-01,13:30:00,263.3800048828125,1,134.41000366210938,0,3323.0,1,539.8250122070312,0,1911.699951171875,0,29.510000228881836
138,2021-02-01,14:30:00,262.9049987792969,0,134.4300994873047,1,3326.794189453125,1,542.2523803710938,1,1901.4200439453125,0,29.780000686645508
139,2021-02-01,15:30:00,261.989990234375,0,134.11000061035156,0,3342.8798828125,1,538.7100219726562,0,1900.6099853515625,0,29.610000610351562
140,2021-02-02,09:30:00,265.9700012207031,1,135.1649932861328,1,3389.041748046875,1,549.2100219726562,1,1926.074951171875,1,26.469999313354492
141,2021-02-02,10:30:00,267.6700134277344,1,135.25,1,3387.329833984375,0,550.6599731445312,1,1930.5699462890625,1,26.260000228881836
142,2021-02-02,11:30:00,268.4898986816406,1,135.26499938964844,1,3398.5,1,554.7949829101562,1,1941.0699462890625,1,25.8700008392334
143,2021-02-02,12:30:00,267.7950134277344,0,134.76499938964844,0,3401.31494140625,1,551.125,0,1927.5,0,25.729999542236328
144,2021-02-02,13:30:00,266.9949951171875,0,135.05999755859375,1,3414.0,1,553.5800170898438,1,1932.8900146484375,1,25.520000457763672
145,2021-02-02,14:30:00,267.9200134277344,1,134.9550018310547,0,3400.284912109375,0,553.6500244140625,1,1934.8980712890625,1,25.579999923706055
146,2021-02-02,15:30:00,267.0,0,134.97999572753906,1,3383.22998046875,0,548.1699829101562,0,1927.699951171875,0,26.06999969482422
147,2021-02-03,09:30:00,265.3500061035156,0,133.77149963378906,0,3362.925048828125,0,539.6500244140625,0,2063.2529296875,1,24.989999771118164
148,2021-02-03,10:30:00,266.55999755859375,1,134.07000732421875,1,3366.4599609375,1,541.8599853515625,1,2069.635009765625,1,24.059999465942383
149,2021-02-03,11:30:00,268.54998779296875,1,134.7949981689453,1,3402.0,1,543.2899780273438,1,2081.52001953125,1,23.520000457763672
150,2021-02-03,12:30:00,268.2550048828125,0,134.98500061035156,1,3383.219970703125,0,543.6900024414062,1,2088.56005859375,1,23.360000610351562
151,2021-02-03,13:30:00,267.8800048828125,0,134.67010498046875,0,3366.78857421875,0,543.0526123046875,0,2112.955078125,1,23.299999237060547
152,2021-02-03,14:30:00,266.7799987792969,0,134.15829467773438,0,3323.35009765625,0,540.9349975585938,0,2083.610107421875,0,23.68000030517578
153,2021-02-03,15:30:00,266.67999267578125,0,133.90499877929688,0,3311.260009765625,0,539.2999877929688,0,2068.14990234375,0,23.690000534057617
154,2021-02-04,09:30:00,265.1000061035156,0,135.25999450683594,1,3294.264892578125,0,542.989990234375,1,2052.139892578125,0,22.3799991607666
155,2021-02-04,10:30:00,265.61761474609375,1,135.52000427246094,1,3321.070068359375,1,541.9000244140625,0,2055.030029296875,1,22.3799991607666
156,2021-02-04,11:30:00,265.2200012207031,0,135.92999267578125,1,3314.60009765625,0,546.8800048828125,1,2047.530029296875,0,22.399999618530273
157,2021-02-04,12:30:00,266.2300109863281,1,135.97079467773438,1,3311.659912109375,0,557.1099853515625,1,2055.7099609375,1,22.149999618530273
158,2021-02-04,13:30:00,265.17608642578125,0,136.74000549316406,1,3313.739990234375,1,553.35107421875,0,2057.090087890625,1,22.100000381469727
159,2021-02-04,14:30:00,265.6700134277344,1,136.8699951171875,1,3325.800048828125,1,552.0200805664062,0,2058.9599609375,1,21.8700008392334
160,2021-02-04,15:30:00,266.6199951171875,1,137.39999389648438,1,3330.840087890625,1,552.3699951171875,1,2064.0,1,21.770000457763672
161,2021-02-05,09:30:00,267.5400085449219,1,136.39999389648438,0,3317.56005859375,0,549.1699829101562,0,2070.81005859375,1,21.610000610351562
162,2021-02-05,10:30:00,267.4057922363281,0,136.29440307617188,0,3317.10009765625,0,546.4666748046875,0,2068.544921875,0,21.190000534057617
163,2021-02-05,11:30:00,268.45001220703125,1,136.99000549316406,1,3354.10693359375,1,551.4600219726562,1,2087.1201171875,1,21.040000915527344
164,2021-02-05,12:30:00,268.139892578125,0,137.0792999267578,1,3366.0,1,552.885009765625,1,2093.7900390625,1,20.950000762939453
165,2021-02-05,13:30:00,268.61041259765625,1,136.5800018310547,0,3362.02001953125,0,551.2000122070312,0,2094.970703125,1,21.209999084472656
166,2021-02-05,14:30:00,268.2200012207031,0,136.2050018310547,0,3348.35009765625,0,549.5399780273438,0,2088.35009765625,0,21.1299991607666
167,2021-02-05,15:30:00,268.1300048828125,0,136.77000427246094,1,3352.489990234375,1,550.72998046875,1,2098.489990234375,1,20.950000762939453
168,2021-02-08,09:30:00,267.5599060058594,0,135.91000366210938,0,3310.1650390625,0,554.1099853515625,1,2087.5400390625,0,21.68000030517578
169,2021-02-08,10:30:00,265.5899963378906,0,136.44500732421875,1,3316.969970703125,1,549.4000244140625,0,2083.6298828125,0,21.799999237060547
170,2021-02-08,11:30:00,265.82501220703125,1,136.0800018310547,0,3315.5,0,548.489990234375,0,2083.81005859375,1,21.6299991607666
171,2021-02-08,12:30:00,265.7300109863281,0,136.07080078125,0,3307.81005859375,0,547.22998046875,0,2085.18994140625,1,21.6299991607666
172,2021-02-08,13:30:00,265.7980041503906,1,136.02999877929688,0,3309.675048828125,1,547.2750244140625,1,2081.1201171875,0,21.559999465942383
173,2021-02-08,14:30:00,266.2200012207031,1,136.32080078125,1,3311.099853515625,1,546.885009765625,0,2082.429931640625,1,21.5
174,2021-02-08,15:30:00,266.6000061035156,1,136.90069580078125,1,3323.489990234375,1,548.010009765625,1,2093.139892578125,1,21.290000915527344
175,2021-02-09,09:30:00,272.4049987792969,1,137.25999450683594,1,3319.139892578125,0,558.8599853515625,1,2096.780029296875,1,21.780000686645508
176,2021-02-09,10:30:00,270.4800109863281,0,136.69000244140625,0,3313.094970703125,0,556.2449951171875,0,2090.675048828125,0,21.899999618530273
177,2021-02-09,11:30:00,270.75,1,136.59500122070312,0,3310.3798828125,0,561.0900268554688,1,2098.294921875,1,21.469999313354492
178,2021-02-09,12:30:00,269.3999938964844,0,136.22000122070312,0,3307.0126953125,0,560.02001953125,0,2088.73388671875,0,21.389999389648438
179,2021-02-09,13:30:00,270.0799865722656,1,136.63079833984375,1,3308.715087890625,1,562.7000122070312,1,2091.840087890625,1,21.079999923706055
180,2021-02-09,14:30:00,270.1098937988281,1,136.40960693359375,0,3307.590087890625,0,562.280029296875,0,2090.889892578125,0,21.34000015258789
181,2021-02-09,15:30:00,269.4100036621094,0,136.0,0,3305.0,0,558.9099731445312,0,2083.510009765625,0,21.56999969482422
182,2021-02-10,09:30:00,269.7699890136719,1,135.2100067138672,0,3274.780029296875,0,557.1500244140625,0,2072.0400390625,0,22.399999618530273
183,2021-02-10,10:30:00,268.7250061035156,0,135.11839294433594,0,3270.280029296875,0,558.7379760742188,1,2078.080078125,1,22.8700008392334
184,2021-02-10,11:30:00,268.510009765625,0,135.2899932861328,1,3275.5849609375,1,557.22998046875,0,2085.0,1,22.709999084472656
185,2021-02-10,12:30:00,269.4068908691406,1,135.19000244140625,0,3278.699951171875,1,556.1599731445312,0,2091.547607421875,1,22.350000381469727
186,2021-02-10,13:30:00,271.93499755859375,1,135.51400756835938,1,3277.594970703125,0,557.385009765625,1,2096.25,1,21.84000015258789
187,2021-02-10,14:30:00,271.94000244140625,1,135.5050048828125,0,3276.9150390625,0,563.6199951171875,1,2096.330078125,1,22.079999923706055
188,2021-02-10,15:30:00,271.94000244140625,0,135.36000061035156,0,3286.590087890625,1,563.989990234375,1,2095.3798828125,0,22.239999771118164
189,2021-02-11,09:30:00,269.5899963378906,0,135.27099609375,0,3266.300048828125,0,558.5,0,2078.56005859375,0,22.010000228881836
190,2021-02-11,10:30:00,269.2698974609375,0,135.0388946533203,0,3275.030029296875,1,556.8900146484375,0,2088.3798828125,1,21.81999969482422
191,2021-02-11,11:30:00,269.1099853515625,0,134.06500244140625,0,3260.64990234375,0,554.9547729492188,0,2082.010009765625,0,22.75
