,Open,High,Low,Close,Adj Close,Volume,date,Dates,Time
0,1758.4200439453125,1760.6400146484375,1740.949951171875,1748.239990234375,1748.239990234375,241052,2021-01-04 09:30:00-05:00,2021-01-04,09:30:00
1,1749.1300048828125,1757.8160400390625,1725.0,1730.5899658203125,1730.5899658203125,165475,2021-01-04 10:30:00-05:00,2021-01-04,10:30:00
2,1730.550048828125,1731.800048828125,1710.8800048828125,1716.534423828125,1716.534423828125,229129,2021-01-04 11:30:00-05:00,2021-01-04,11:30:00
3,1716.1500244140625,1723.199951171875,1707.8499755859375,1722.2774658203125,1722.2774658203125,234225,2021-01-04 12:30:00-05:00,2021-01-04,12:30:00
4,1722.4661865234375,1729.1500244140625,1720.22998046875,1724.39501953125,1724.39501953125,144923,2021-01-04 13:30:00-05:00,2021-01-04,13:30:00
5,1724.53271484375,1730.52001953125,1721.6800537109375,1725.0,1725.0,135520,2021-01-04 14:30:00-05:00,2021-01-04,14:30:00
6,1724.969970703125,1734.6700439453125,1723.2149658203125,1728.1800537109375,1728.1800537109375,199782,2021-01-04 15:30:00-05:00,2021-01-04,15:30:00
7,1725.0,1747.6700439453125,1718.0150146484375,1738.02001953125,1738.02001953125,243391,2021-01-05 09:30:00-05:00,2021-01-05,09:30:00
8,1738.050048828125,1739.0,1730.3699951171875,1736.8800048828125,1736.8800048828125,107615,2021-01-05 10:30:00-05:00,2021-01-05,10:30:00
9,1736.8399658203125,1738.030029296875,1729.864990234375,1730.4158935546875,1730.4158935546875,82894,2021-01-05 11:30:00-05:00,2021-01-05,11:30:00
10,1730.530029296875,1736.43505859375,1730.530029296875,1734.8299560546875,1734.8299560546875,58212,2021-01-05 12:30:00-05:00,2021-01-05,12:30:00
11,1735.47998046875,1743.0699462890625,1735.4599609375,1741.780029296875,1741.780029296875,77338,2021-01-05 13:30:00-05:00,2021-01-05,13:30:00
12,1743.469970703125,1744.0,1735.4949951171875,1735.4949951171875,1735.4949951171875,104547,2021-01-05 14:30:00-05:00,2021-01-05,14:30:00
13,1735.5,1743.0400390625,1734.4100341796875,1741.5899658203125,1741.5899658203125,123298,2021-01-05 15:30:00-05:00,2021-01-05,15:30:00
14,1706.1875,1732.0,1700.0,1731.3900146484375,1731.3900146484375,409413,2021-01-06 09:30:00-05:00,2021-01-06,09:30:00
15,1731.699951171875,1746.0799560546875,1729.648681640625,1739.06005859375,1739.06005859375,162937,2021-01-06 10:30:00-05:00,2021-01-06,10:30:00
16,1739.2099609375,1740.06005859375,1725.030029296875,1727.5999755859375,1727.5999755859375,151470,2021-01-06 11:30:00-05:00,2021-01-06,11:30:00
